leaf,model_label,arm,temperature,calls_owed,calls_recorded,complete
safe_valuation_cap,minimax-m2.5-or,t07_legacy,0.7,160,160,True
safe_valuation_cap,llama3.3-70b-or,t07_legacy,0.7,160,160,True
safe_valuation_cap,gemma3-1b-qat,t07_legacy,0.7,160,160,True
safe_valuation_cap,gemini3-flash-or,t07_legacy,0.7,160,160,True
safe_valuation_cap,haiku-4.5-direct,t07_legacy,0.7,160,160,True
safe_valuation_cap,gpt-oss-120b-or,t07_legacy,0.7,160,160,True
safe_valuation_cap,gpt5-mini-or,t07_legacy,0.7,160,160,True
safe_valuation_cap,gemma3-1b,t01,0.1,160,160,True
safe_valuation_cap,deepseek-v4f,t01,0.1,160,160,True
safe_valuation_cap,deepseek-v4p,t01,0.1,160,160,True
safe_valuation_cap,gemma4-31b-or,t01,0.1,160,160,True
safe_valuation_cap,mistral-large-or,t01,0.1,160,160,True
safe_valuation_cap,minimax-m2.5-or,t01,0.1,160,160,True
safe_valuation_cap,llama3.3-70b-or,t01,0.1,160,160,True
safe_valuation_cap,gemma3-1b-qat,t01,0.1,160,160,True
safe_valuation_cap,gemini3-flash-or,t01,0.1,160,160,True
safe_valuation_cap,haiku-4.5-direct,t01,0.1,160,160,True
safe_valuation_cap,gpt-oss-120b-or,t01,0.1,160,160,True
safe_valuation_cap,gpt5-mini-or,t01,0.1,160,160,True
safe_valuation_cap,gemma3-1b,t07_rerun,0.7,160,160,True
safe_valuation_cap,gemma3-1b-qat,t07_rerun,0.7,160,160,True
safe_discount_rate,gemma3-1b,t07_legacy,0.7,180,180,True
safe_discount_rate,deepseek-v4f,t07_legacy,0.7,180,180,True
safe_discount_rate,deepseek-v4p,t07_legacy,0.7,180,180,True
safe_discount_rate,gemma4-31b-or,t07_legacy,0.7,180,180,True
safe_discount_rate,mistral-large-or,t07_legacy,0.7,180,180,True
safe_discount_rate,minimax-m2.5-or,t07_legacy,0.7,180,180,True
safe_discount_rate,llama3.3-70b-or,t07_legacy,0.7,180,180,True
safe_discount_rate,gemma3-1b-qat,t07_legacy,0.7,180,180,True
safe_discount_rate,gemini3-flash-or,t07_legacy,0.7,180,180,True
safe_discount_rate,haiku-4.5-direct,t07_legacy,0.7,180,180,True
safe_discount_rate,gpt-oss-120b-or,t07_legacy,0.7,180,180,True
safe_discount_rate,gpt5-mini-or,t07_legacy,0.7,180,180,True
safe_discount_rate,gemma3-1b,t01,0.1,180,180,True
safe_discount_rate,deepseek-v4f,t01,0.1,180,180,True
safe_discount_rate,deepseek-v4p,t01,0.1,180,180,True
safe_discount_rate,gemma4-31b-or,t01,0.1,180,180,True
safe_discount_rate,mistral-large-or,t01,0.1,180,180,True
safe_discount_rate,minimax-m2.5-or,t01,0.1,180,180,True
safe_discount_rate,llama3.3-70b-or,t01,0.1,180,180,True
safe_discount_rate,gemma3-1b-qat,t01,0.1,180,180,True
safe_discount_rate,gemini3-flash-or,t01,0.1,180,180,True
safe_discount_rate,haiku-4.5-direct,t01,0.1,180,180,True
safe_discount_rate,gpt-oss-120b-or,t01,0.1,180,180,True
safe_discount_rate,gpt5-mini-or,t01,0.1,180,180,True
safe_discount_rate,gemma3-1b,t07_rerun,0.7,180,180,True
safe_discount_rate,gemma3-1b-qat,t07_rerun,0.7,180,180,True
safe_cap_vs_discount_applies,gemma3-1b,t07_legacy,0.7,260,260,True
safe_cap_vs_discount_applies,deepseek-v4f,t07_legacy,0.7,260,260,True
safe_cap_vs_discount_applies,deepseek-v4p,t07_legacy,0.7,260,260,True
safe_cap_vs_discount_applies,gemma4-31b-or,t07_legacy,0.7,260,260,True
safe_cap_vs_discount_applies,mistral-large-or,t07_legacy,0.7,260,260,True
safe_cap_vs_discount_applies,minimax-m2.5-or,t07_legacy,0.7,260,260,True
safe_cap_vs_discount_applies,llama3.3-70b-or,t07_legacy,0.7,260,260,True
safe_cap_vs_discount_applies,gemma3-1b-qat,t07_legacy,0.7,260,260,True
safe_cap_vs_discount_applies,gemini3-flash-or,t07_legacy,0.7,260,260,True
safe_cap_vs_discount_applies,haiku-4.5-direct,t07_legacy,0.7,260,260,True
safe_cap_vs_discount_applies,gpt-oss-120b-or,t07_legacy,0.7,260,260,True
safe_cap_vs_discount_applies,gpt5-mini-or,t07_legacy,0.7,260,260,True
safe_cap_vs_discount_applies,gemma3-1b,t01,0.1,260,260,True
safe_cap_vs_discount_applies,deepseek-v4f,t01,0.1,260,260,True
safe_cap_vs_discount_applies,deepseek-v4p,t01,0.1,260,260,True
safe_cap_vs_discount_applies,gemma4-31b-or,t01,0.1,260,260,True
safe_cap_vs_discount_applies,mistral-large-or,t01,0.1,260,260,True
safe_cap_vs_discount_applies,minimax-m2.5-or,t01,0.1,260,260,True
safe_cap_vs_discount_applies,llama3.3-70b-or,t01,0.1,260,260,True
safe_cap_vs_discount_applies,gemma3-1b-qat,t01,0.1,260,260,True
safe_cap_vs_discount_applies,gemini3-flash-or,t01,0.1,260,260,True
safe_cap_vs_discount_applies,haiku-4.5-direct,t01,0.1,260,260,True
safe_cap_vs_discount_applies,gpt-oss-120b-or,t01,0.1,260,260,True
safe_cap_vs_discount_applies,gpt5-mini-or,t01,0.1,260,260,True
safe_cap_vs_discount_applies,gemma3-1b,t07_rerun,0.7,260,260,True
safe_cap_vs_discount_applies,gemma3-1b-qat,t07_rerun,0.7,260,260,True
safe_pre_post,gemma3-1b,t07_legacy,0.7,320,320,True
safe_pre_post,deepseek-v4f,t07_legacy,0.7,320,320,True
safe_pre_post,deepseek-v4p,t07_legacy,0.7,320,320,True
safe_pre_post,gemma4-31b-or,t07_legacy,0.7,320,320,True
safe_pre_post,mistral-large-or,t07_legacy,0.7,320,320,True
safe_pre_post,minimax-m2.5-or,t07_legacy,0.7,320,320,True
safe_pre_post,llama3.3-70b-or,t07_legacy,0.7,320,320,True
safe_pre_post,gemma3-1b-qat,t07_legacy,0.7,320,320,True
safe_pre_post,gemini3-flash-or,t07_legacy,0.7,320,320,True
safe_pre_post,haiku-4.5-direct,t07_legacy,0.7,320,320,True
safe_pre_post,gpt-oss-120b-or,t07_legacy,0.7,320,320,True
safe_pre_post,gpt5-mini-or,t07_legacy,0.7,320,320,True
safe_pre_post,gemma3-1b,t01,0.1,320,320,True
safe_pre_post,deepseek-v4f,t01,0.1,320,320,True
safe_pre_post,deepseek-v4p,t01,0.1,320,320,True
safe_pre_post,gemma4-31b-or,t01,0.1,320,320,True
safe_pre_post,mistral-large-or,t01,0.1,320,320,True
safe_pre_post,minimax-m2.5-or,t01,0.1,320,320,True
safe_pre_post,llama3.3-70b-or,t01,0.1,320,320,True
safe_pre_post,gemma3-1b-qat,t01,0.1,320,320,True
safe_pre_post,gemini3-flash-or,t01,0.1,320,320,True
safe_pre_post,haiku-4.5-direct,t01,0.1,320,320,True
safe_pre_post,gpt-oss-120b-or,t01,0.1,320,320,True
safe_pre_post,gpt5-mini-or,t01,0.1,320,320,True
safe_pre_post,gemma3-1b,t07_rerun,0.7,320,320,True
safe_pre_post,gemma3-1b-qat,t07_rerun,0.7,320,320,True
safe_mfn_present,gemma3-1b,t07_legacy,0.7,140,140,True
safe_mfn_present,deepseek-v4f,t07_legacy,0.7,140,140,True
safe_mfn_present,deepseek-v4p,t07_legacy,0.7,140,140,True
safe_mfn_present,gemma4-31b-or,t07_legacy,0.7,140,140,True
safe_mfn_present,mistral-large-or,t07_legacy,0.7,140,140,True
safe_mfn_present,minimax-m2.5-or,t07_legacy,0.7,140,140,True
safe_mfn_present,llama3.3-70b-or,t07_legacy,0.7,140,140,True
safe_mfn_present,gemma3-1b-qat,t07_legacy,0.7,140,140,True
safe_mfn_present,gemini3-flash-or,t07_legacy,0.7,140,140,True
safe_mfn_present,haiku-4.5-direct,t07_legacy,0.7,140,140,True
safe_mfn_present,gpt-oss-120b-or,t07_legacy,0.7,140,140,True
safe_mfn_present,gpt5-mini-or,t07_legacy,0.7,140,140,True
safe_mfn_present,gemma3-1b,t01,0.1,140,140,True
safe_mfn_present,deepseek-v4f,t01,0.1,140,140,True
safe_mfn_present,deepseek-v4p,t01,0.1,140,140,True
safe_mfn_present,gemma4-31b-or,t01,0.1,140,140,True
safe_mfn_present,mistral-large-or,t01,0.1,140,140,True
safe_mfn_present,minimax-m2.5-or,t01,0.1,140,140,True
safe_mfn_present,llama3.3-70b-or,t01,0.1,140,140,True
safe_mfn_present,gemma3-1b-qat,t01,0.1,140,140,True
safe_mfn_present,gemini3-flash-or,t01,0.1,140,140,True
safe_mfn_present,haiku-4.5-direct,t01,0.1,140,140,True
safe_mfn_present,gpt-oss-120b-or,t01,0.1,140,140,True
safe_mfn_present,gpt5-mini-or,t01,0.1,140,140,True
safe_mfn_present,gemma3-1b,t07_rerun,0.7,140,140,True
safe_mfn_present,gemma3-1b-qat,t07_rerun,0.7,140,140,True
safe_pro_rata_side_letter,gemma3-1b,t07_legacy,0.7,300,300,True
safe_pro_rata_side_letter,deepseek-v4f,t07_legacy,0.7,300,300,True
safe_pro_rata_side_letter,deepseek-v4p,t07_legacy,0.7,300,300,True
safe_pro_rata_side_letter,gemma4-31b-or,t07_legacy,0.7,300,300,True
safe_pro_rata_side_letter,mistral-large-or,t07_legacy,0.7,300,300,True
safe_pro_rata_side_letter,minimax-m2.5-or,t07_legacy,0.7,300,300,True
safe_pro_rata_side_letter,llama3.3-70b-or,t07_legacy,0.7,300,300,True
safe_pro_rata_side_letter,gemma3-1b-qat,t07_legacy,0.7,300,300,True
safe_pro_rata_side_letter,gemini3-flash-or,t07_legacy,0.7,300,300,True
safe_pro_rata_side_letter,haiku-4.5-direct,t07_legacy,0.7,300,300,True
safe_pro_rata_side_letter,gpt-oss-120b-or,t07_legacy,0.7,300,300,True
safe_pro_rata_side_letter,gpt5-mini-or,t07_legacy,0.7,300,300,True
safe_pro_rata_side_letter,gemma3-1b,t01,0.1,300,300,True
safe_pro_rata_side_letter,deepseek-v4f,t01,0.1,300,300,True
safe_pro_rata_side_letter,deepseek-v4p,t01,0.1,300,300,True
safe_pro_rata_side_letter,gemma4-31b-or,t01,0.1,300,300,True
safe_pro_rata_side_letter,mistral-large-or,t01,0.1,300,300,True
safe_pro_rata_side_letter,minimax-m2.5-or,t01,0.1,300,300,True
safe_pro_rata_side_letter,llama3.3-70b-or,t01,0.1,300,300,True
safe_pro_rata_side_letter,gemma3-1b-qat,t01,0.1,300,300,True
safe_pro_rata_side_letter,gemini3-flash-or,t01,0.1,300,300,True
safe_pro_rata_side_letter,haiku-4.5-direct,t01,0.1,300,300,True
safe_pro_rata_side_letter,gpt-oss-120b-or,t01,0.1,300,300,True
safe_pro_rata_side_letter,gpt5-mini-or,t01,0.1,300,300,True
safe_pro_rata_side_letter,gemma3-1b,t07_rerun,0.7,300,300,True
safe_pro_rata_side_letter,gemma3-1b-qat,t07_rerun,0.7,300,300,True
note_principal,gemma3-1b,t07_legacy,0.7,140,140,True
note_principal,deepseek-v4f,t07_legacy,0.7,140,140,True
note_principal,deepseek-v4p,t07_legacy,0.7,140,140,True
note_principal,gemma4-31b-or,t07_legacy,0.7,140,140,True
note_principal,mistral-large-or,t07_legacy,0.7,140,140,True
note_principal,minimax-m2.5-or,t07_legacy,0.7,140,140,True
note_principal,llama3.3-70b-or,t07_legacy,0.7,140,140,True
note_principal,gemma3-1b-qat,t07_legacy,0.7,140,140,True
note_principal,gemini3-flash-or,t07_legacy,0.7,140,140,True
note_principal,haiku-4.5-direct,t07_legacy,0.7,140,140,True
note_principal,gpt-oss-120b-or,t07_legacy,0.7,140,140,True
note_principal,gpt5-mini-or,t07_legacy,0.7,140,140,True
note_principal,gemma3-1b,t01,0.1,140,140,True
note_principal,deepseek-v4f,t01,0.1,140,140,True
note_principal,deepseek-v4p,t01,0.1,140,140,True
note_principal,gemma4-31b-or,t01,0.1,140,140,True
note_principal,mistral-large-or,t01,0.1,140,140,True
note_principal,minimax-m2.5-or,t01,0.1,140,140,True
note_principal,llama3.3-70b-or,t01,0.1,140,140,True
note_principal,gemma3-1b-qat,t01,0.1,140,140,True
note_principal,gemini3-flash-or,t01,0.1,140,140,True
note_principal,haiku-4.5-direct,t01,0.1,140,140,True
note_principal,gpt-oss-120b-or,t01,0.1,140,140,True
note_principal,gpt5-mini-or,t01,0.1,140,140,True
note_principal,gemma3-1b,t07_rerun,0.7,140,140,True
note_principal,gemma3-1b-qat,t07_rerun,0.7,140,140,True
note_interest_rate,gemma3-1b,t07_legacy,0.7,120,120,True
note_interest_rate,deepseek-v4f,t07_legacy,0.7,120,120,True
note_interest_rate,deepseek-v4p,t07_legacy,0.7,120,120,True
note_interest_rate,gemma4-31b-or,t07_legacy,0.7,120,120,True
note_interest_rate,mistral-large-or,t07_legacy,0.7,120,120,True
note_interest_rate,minimax-m2.5-or,t07_legacy,0.7,120,120,True
note_interest_rate,llama3.3-70b-or,t07_legacy,0.7,120,120,True
note_interest_rate,gemma3-1b-qat,t07_legacy,0.7,120,120,True
note_interest_rate,gemini3-flash-or,t07_legacy,0.7,120,120,True
note_interest_rate,haiku-4.5-direct,t07_legacy,0.7,120,120,True
note_interest_rate,gpt-oss-120b-or,t07_legacy,0.7,120,120,True
note_interest_rate,gpt5-mini-or,t07_legacy,0.7,120,120,True
note_interest_rate,gemma3-1b,t01,0.1,120,120,True
note_interest_rate,deepseek-v4f,t01,0.1,120,120,True
note_interest_rate,deepseek-v4p,t01,0.1,120,120,True
note_interest_rate,gemma4-31b-or,t01,0.1,120,120,True
note_interest_rate,mistral-large-or,t01,0.1,120,120,True
note_interest_rate,minimax-m2.5-or,t01,0.1,120,120,True
note_interest_rate,llama3.3-70b-or,t01,0.1,120,120,True
note_interest_rate,gemma3-1b-qat,t01,0.1,120,120,True
note_interest_rate,gemini3-flash-or,t01,0.1,120,120,True
note_interest_rate,haiku-4.5-direct,t01,0.1,120,120,True
note_interest_rate,gpt-oss-120b-or,t01,0.1,120,120,True
note_interest_rate,gpt5-mini-or,t01,0.1,120,120,True
note_interest_rate,gemma3-1b,t07_rerun,0.7,120,120,True
note_interest_rate,gemma3-1b-qat,t07_rerun,0.7,120,120,True
note_maturity_date,gemma3-1b,t07_legacy,0.7,80,80,True
note_maturity_date,deepseek-v4f,t07_legacy,0.7,80,80,True
note_maturity_date,deepseek-v4p,t07_legacy,0.7,80,80,True
note_maturity_date,gemma4-31b-or,t07_legacy,0.7,80,80,True
note_maturity_date,mistral-large-or,t07_legacy,0.7,80,80,True
note_maturity_date,minimax-m2.5-or,t07_legacy,0.7,80,80,True
note_maturity_date,llama3.3-70b-or,t07_legacy,0.7,80,80,True
note_maturity_date,gemma3-1b-qat,t07_legacy,0.7,80,80,True
note_maturity_date,gemini3-flash-or,t07_legacy,0.7,80,80,True
note_maturity_date,haiku-4.5-direct,t07_legacy,0.7,80,80,True
note_maturity_date,gpt-oss-120b-or,t07_legacy,0.7,80,80,True
note_maturity_date,gpt5-mini-or,t07_legacy,0.7,80,80,True
note_maturity_date,gemma3-1b,t01,0.1,80,80,True
note_maturity_date,deepseek-v4f,t01,0.1,80,80,True
note_maturity_date,deepseek-v4p,t01,0.1,80,80,True
note_maturity_date,gemma4-31b-or,t01,0.1,80,80,True
note_maturity_date,mistral-large-or,t01,0.1,80,80,True
note_maturity_date,minimax-m2.5-or,t01,0.1,80,80,True
note_maturity_date,llama3.3-70b-or,t01,0.1,80,80,True
note_maturity_date,gemma3-1b-qat,t01,0.1,80,80,True
note_maturity_date,gemini3-flash-or,t01,0.1,80,80,True
note_maturity_date,haiku-4.5-direct,t01,0.1,80,80,True
note_maturity_date,gpt-oss-120b-or,t01,0.1,80,80,True
note_maturity_date,gpt5-mini-or,t01,0.1,80,80,True
note_maturity_date,gemma3-1b,t07_rerun,0.7,80,80,True
note_maturity_date,gemma3-1b-qat,t07_rerun,0.7,80,80,True
note_valuation_cap,gemma3-1b,t07_legacy,0.7,80,80,True
note_valuation_cap,deepseek-v4f,t07_legacy,0.7,80,80,True
note_valuation_cap,deepseek-v4p,t07_legacy,0.7,80,80,True
note_valuation_cap,gemma4-31b-or,t07_legacy,0.7,80,80,True
note_valuation_cap,mistral-large-or,t07_legacy,0.7,80,80,True
note_valuation_cap,minimax-m2.5-or,t07_legacy,0.7,80,80,True
note_valuation_cap,llama3.3-70b-or,t07_legacy,0.7,80,80,True
note_valuation_cap,gemma3-1b-qat,t07_legacy,0.7,80,80,True
note_valuation_cap,gemini3-flash-or,t07_legacy,0.7,80,80,True
note_valuation_cap,haiku-4.5-direct,t07_legacy,0.7,80,80,True
note_valuation_cap,gpt-oss-120b-or,t07_legacy,0.7,80,80,True
note_valuation_cap,gpt5-mini-or,t07_legacy,0.7,80,80,True
note_valuation_cap,gemma3-1b,t01,0.1,80,80,True
note_valuation_cap,deepseek-v4f,t01,0.1,80,80,True
note_valuation_cap,deepseek-v4p,t01,0.1,80,80,True
note_valuation_cap,gemma4-31b-or,t01,0.1,80,80,True
note_valuation_cap,mistral-large-or,t01,0.1,80,80,True
note_valuation_cap,minimax-m2.5-or,t01,0.1,80,80,True
note_valuation_cap,llama3.3-70b-or,t01,0.1,80,80,True
note_valuation_cap,gemma3-1b-qat,t01,0.1,80,80,True
note_valuation_cap,gemini3-flash-or,t01,0.1,80,80,True
note_valuation_cap,haiku-4.5-direct,t01,0.1,80,80,True
note_valuation_cap,gpt-oss-120b-or,t01,0.1,80,80,True
note_valuation_cap,gpt5-mini-or,t01,0.1,80,80,True
note_valuation_cap,gemma3-1b,t07_rerun,0.7,80,80,True
note_valuation_cap,gemma3-1b-qat,t07_rerun,0.7,80,80,True
note_discount,gemma3-1b,t07_legacy,0.7,80,80,True
note_discount,deepseek-v4f,t07_legacy,0.7,80,80,True
note_discount,deepseek-v4p,t07_legacy,0.7,80,80,True
note_discount,gemma4-31b-or,t07_legacy,0.7,80,80,True
note_discount,mistral-large-or,t07_legacy,0.7,80,80,True
note_discount,minimax-m2.5-or,t07_legacy,0.7,80,80,True
note_discount,llama3.3-70b-or,t07_legacy,0.7,80,80,True
note_discount,gemma3-1b-qat,t07_legacy,0.7,80,80,True
note_discount,gemini3-flash-or,t07_legacy,0.7,80,80,True
note_discount,haiku-4.5-direct,t07_legacy,0.7,80,80,True
note_discount,gpt-oss-120b-or,t07_legacy,0.7,80,80,True
note_discount,gpt5-mini-or,t07_legacy,0.7,80,80,True
note_discount,gemma3-1b,t01,0.1,80,80,True
note_discount,deepseek-v4f,t01,0.1,80,80,True
note_discount,deepseek-v4p,t01,0.1,80,80,True
note_discount,gemma4-31b-or,t01,0.1,80,80,True
note_discount,mistral-large-or,t01,0.1,80,80,True
note_discount,minimax-m2.5-or,t01,0.1,80,80,True
note_discount,llama3.3-70b-or,t01,0.1,80,80,True
note_discount,gemma3-1b-qat,t01,0.1,80,80,True
note_discount,gemini3-flash-or,t01,0.1,80,80,True
note_discount,haiku-4.5-direct,t01,0.1,80,80,True
note_discount,gpt-oss-120b-or,t01,0.1,80,80,True
note_discount,gpt5-mini-or,t01,0.1,80,80,True
note_discount,gemma3-1b,t07_rerun,0.7,80,80,True
note_discount,gemma3-1b-qat,t07_rerun,0.7,80,80,True
note_qualified_financing_threshold,gemma3-1b,t07_legacy,0.7,40,40,True
note_qualified_financing_threshold,deepseek-v4f,t07_legacy,0.7,40,40,True
note_qualified_financing_threshold,deepseek-v4p,t07_legacy,0.7,40,40,True
note_qualified_financing_threshold,gemma4-31b-or,t07_legacy,0.7,40,40,True
note_qualified_financing_threshold,mistral-large-or,t07_legacy,0.7,40,40,True
note_qualified_financing_threshold,minimax-m2.5-or,t07_legacy,0.7,40,40,True
note_qualified_financing_threshold,llama3.3-70b-or,t07_legacy,0.7,40,40,True
note_qualified_financing_threshold,gemma3-1b-qat,t07_legacy,0.7,40,40,True
note_qualified_financing_threshold,gemini3-flash-or,t07_legacy,0.7,40,40,True
note_qualified_financing_threshold,haiku-4.5-direct,t07_legacy,0.7,40,40,True
note_qualified_financing_threshold,gpt-oss-120b-or,t07_legacy,0.7,40,40,True
note_qualified_financing_threshold,gpt5-mini-or,t07_legacy,0.7,40,40,True
note_qualified_financing_threshold,gemma3-1b,t01,0.1,40,40,True
note_qualified_financing_threshold,deepseek-v4f,t01,0.1,40,40,True
note_qualified_financing_threshold,deepseek-v4p,t01,0.1,40,40,True
note_qualified_financing_threshold,gemma4-31b-or,t01,0.1,40,40,True
note_qualified_financing_threshold,mistral-large-or,t01,0.1,40,40,True
note_qualified_financing_threshold,minimax-m2.5-or,t01,0.1,40,40,True
note_qualified_financing_threshold,llama3.3-70b-or,t01,0.1,40,40,True
note_qualified_financing_threshold,gemma3-1b-qat,t01,0.1,40,40,True
note_qualified_financing_threshold,gemini3-flash-or,t01,0.1,40,40,True
note_qualified_financing_threshold,haiku-4.5-direct,t01,0.1,40,40,True
note_qualified_financing_threshold,gpt-oss-120b-or,t01,0.1,40,40,True
note_qualified_financing_threshold,gpt5-mini-or,t01,0.1,40,40,True
note_qualified_financing_threshold,gemma3-1b,t07_rerun,0.7,40,40,True
note_qualified_financing_threshold,gemma3-1b-qat,t07_rerun,0.7,40,40,True
current_ownership_pct,gemma3-1b,t07_legacy,0.7,180,180,True
current_ownership_pct,deepseek-v4f,t07_legacy,0.7,180,180,True
current_ownership_pct,deepseek-v4p,t07_legacy,0.7,180,180,True
current_ownership_pct,gemma4-31b-or,t07_legacy,0.7,180,180,True
current_ownership_pct,mistral-large-or,t07_legacy,0.7,180,180,True
current_ownership_pct,minimax-m2.5-or,t07_legacy,0.7,180,180,True
current_ownership_pct,llama3.3-70b-or,t07_legacy,0.7,180,180,True
current_ownership_pct,gemma3-1b-qat,t07_legacy,0.7,180,180,True
current_ownership_pct,gemini3-flash-or,t07_legacy,0.7,180,180,True
current_ownership_pct,haiku-4.5-direct,t07_legacy,0.7,180,180,True
current_ownership_pct,gpt-oss-120b-or,t07_legacy,0.7,180,180,True
current_ownership_pct,gpt5-mini-or,t07_legacy,0.7,180,180,True
current_ownership_pct,gemma3-1b,t01,0.1,180,180,True
current_ownership_pct,deepseek-v4f,t01,0.1,180,180,True
current_ownership_pct,deepseek-v4p,t01,0.1,180,180,True
current_ownership_pct,gemma4-31b-or,t01,0.1,180,180,True
current_ownership_pct,mistral-large-or,t01,0.1,180,180,True
current_ownership_pct,minimax-m2.5-or,t01,0.1,180,180,True
current_ownership_pct,llama3.3-70b-or,t01,0.1,180,180,True
current_ownership_pct,gemma3-1b-qat,t01,0.1,180,180,True
current_ownership_pct,gemini3-flash-or,t01,0.1,180,180,True
current_ownership_pct,haiku-4.5-direct,t01,0.1,180,180,True
current_ownership_pct,gpt-oss-120b-or,t01,0.1,180,180,True
current_ownership_pct,gpt5-mini-or,t01,0.1,180,180,True
current_ownership_pct,gemma3-1b,t07_rerun,0.7,180,180,True
current_ownership_pct,gemma3-1b-qat,t07_rerun,0.7,180,180,True
founder_ownership_pct,gemma3-1b,t07_legacy,0.7,60,60,True
founder_ownership_pct,deepseek-v4f,t07_legacy,0.7,60,60,True
founder_ownership_pct,deepseek-v4p,t07_legacy,0.7,60,60,True
founder_ownership_pct,gemma4-31b-or,t07_legacy,0.7,60,60,True
founder_ownership_pct,mistral-large-or,t07_legacy,0.7,60,60,True
founder_ownership_pct,minimax-m2.5-or,t07_legacy,0.7,60,60,True
founder_ownership_pct,llama3.3-70b-or,t07_legacy,0.7,60,60,True
founder_ownership_pct,gemma3-1b-qat,t07_legacy,0.7,60,60,True
founder_ownership_pct,gemini3-flash-or,t07_legacy,0.7,60,60,True
founder_ownership_pct,haiku-4.5-direct,t07_legacy,0.7,60,60,True
founder_ownership_pct,gpt-oss-120b-or,t07_legacy,0.7,60,60,True
founder_ownership_pct,gpt5-mini-or,t07_legacy,0.7,60,60,True
founder_ownership_pct,gemma3-1b,t01,0.1,60,60,True
founder_ownership_pct,deepseek-v4f,t01,0.1,60,60,True
founder_ownership_pct,deepseek-v4p,t01,0.1,60,60,True
founder_ownership_pct,gemma4-31b-or,t01,0.1,60,60,True
founder_ownership_pct,mistral-large-or,t01,0.1,60,60,True
founder_ownership_pct,minimax-m2.5-or,t01,0.1,60,60,True
founder_ownership_pct,llama3.3-70b-or,t01,0.1,60,60,True
founder_ownership_pct,gemma3-1b-qat,t01,0.1,60,60,True
founder_ownership_pct,gemini3-flash-or,t01,0.1,60,60,True
founder_ownership_pct,haiku-4.5-direct,t01,0.1,60,60,True
founder_ownership_pct,gpt-oss-120b-or,t01,0.1,60,60,True
founder_ownership_pct,gpt5-mini-or,t01,0.1,60,60,True
founder_ownership_pct,gemma3-1b,t07_rerun,0.7,60,60,True
founder_ownership_pct,gemma3-1b-qat,t07_rerun,0.7,60,60,True
investor_ownership_pct,gemma3-1b,t07_legacy,0.7,80,80,True
investor_ownership_pct,deepseek-v4f,t07_legacy,0.7,80,80,True
investor_ownership_pct,deepseek-v4p,t07_legacy,0.7,80,80,True
investor_ownership_pct,gemma4-31b-or,t07_legacy,0.7,80,80,True
investor_ownership_pct,mistral-large-or,t07_legacy,0.7,80,80,True
investor_ownership_pct,minimax-m2.5-or,t07_legacy,0.7,80,80,True
investor_ownership_pct,llama3.3-70b-or,t07_legacy,0.7,80,80,True
investor_ownership_pct,gemma3-1b-qat,t07_legacy,0.7,80,80,True
investor_ownership_pct,gemini3-flash-or,t07_legacy,0.7,80,80,True
investor_ownership_pct,haiku-4.5-direct,t07_legacy,0.7,80,80,True
investor_ownership_pct,gpt-oss-120b-or,t07_legacy,0.7,80,80,True
investor_ownership_pct,gpt5-mini-or,t07_legacy,0.7,80,80,True
investor_ownership_pct,gemma3-1b,t01,0.1,80,80,True
investor_ownership_pct,deepseek-v4f,t01,0.1,80,80,True
investor_ownership_pct,deepseek-v4p,t01,0.1,80,80,True
investor_ownership_pct,gemma4-31b-or,t01,0.1,80,80,True
investor_ownership_pct,mistral-large-or,t01,0.1,80,80,True
investor_ownership_pct,minimax-m2.5-or,t01,0.1,80,80,True
investor_ownership_pct,llama3.3-70b-or,t01,0.1,80,80,True
investor_ownership_pct,gemma3-1b-qat,t01,0.1,80,80,True
investor_ownership_pct,gemini3-flash-or,t01,0.1,80,80,True
investor_ownership_pct,haiku-4.5-direct,t01,0.1,80,80,True
investor_ownership_pct,gpt-oss-120b-or,t01,0.1,80,80,True
investor_ownership_pct,gpt5-mini-or,t01,0.1,80,80,True
investor_ownership_pct,gemma3-1b,t07_rerun,0.7,80,80,True
investor_ownership_pct,gemma3-1b-qat,t07_rerun,0.7,80,80,True
employee_pool_pct,gemma3-1b,t07_legacy,0.7,20,20,True
employee_pool_pct,deepseek-v4f,t07_legacy,0.7,20,20,True
employee_pool_pct,deepseek-v4p,t07_legacy,0.7,20,20,True
employee_pool_pct,gemma4-31b-or,t07_legacy,0.7,20,20,True
employee_pool_pct,mistral-large-or,t07_legacy,0.7,20,20,True
employee_pool_pct,minimax-m2.5-or,t07_legacy,0.7,20,20,True
employee_pool_pct,llama3.3-70b-or,t07_legacy,0.7,20,20,True
employee_pool_pct,gemma3-1b-qat,t07_legacy,0.7,20,20,True
employee_pool_pct,gemini3-flash-or,t07_legacy,0.7,20,20,True
employee_pool_pct,haiku-4.5-direct,t07_legacy,0.7,20,20,True
employee_pool_pct,gpt-oss-120b-or,t07_legacy,0.7,20,20,True
employee_pool_pct,gpt5-mini-or,t07_legacy,0.7,20,20,True
employee_pool_pct,gemma3-1b,t01,0.1,20,20,True
employee_pool_pct,deepseek-v4f,t01,0.1,20,20,True
employee_pool_pct,deepseek-v4p,t01,0.1,20,20,True
employee_pool_pct,gemma4-31b-or,t01,0.1,20,20,True
employee_pool_pct,mistral-large-or,t01,0.1,20,20,True
employee_pool_pct,minimax-m2.5-or,t01,0.1,20,20,True
employee_pool_pct,llama3.3-70b-or,t01,0.1,20,20,True
